RAP	MSU	Gramene	Symbol	GO	TO	PO
Os08g0458200 	LOC_Os08g35630.1	Na	O3L6,OXS3-LIKE 6,OXIDATIVE STRESS 3-like 6, OXS3-like 6,OsO3L6	Na	Na	Na
Os06g0698748 	LOC_Os06g48500.2, LOC_Os06g48500.1	Na	 OXS3-like 7,OXIDATIVE STRESS 3-like 7,OsO3L7,O3L7,OXS3-LIKE 7	Na	Na	Na
Os08g0292000	LOC_Os08g19590.3, LOC_Os08g19590.2, LOC_Os08g19590.1	Na	TF1L,OsTF1L,TRANSCRIPTION FACTOR 1-LIKE	GO:0009809,GO:0009414,GO:0010118,GO:0045893,GO:0008289,GO:0003677,GO:0005634	TO:0000136,TO:0000276	Na
Os01g0925300	LOC_Os01g70100.1	Na	DHHC domain protein 4,DHHC DOMAIN PROTEIN 4,DHHC4,OsDHHC4	GO:0018230,GO:0016021,GO:0006612,GO:0019706,GO:0005783,GO:0005794	Na	Na
Os01g0847300	LOC_Os01g62850.1	Na	CASPL5B1, CASPARIAN STRIP MEMBRANE DOMAIN PROTEIN-like protein 5B1,CASP-LIKE PROTEIN 5B1,CASP-like protein 5B1,OsCASPL5B1	GO:0005886,GO:0016021	Na	Na
Os03g0722600	LOC_Os03g51250.1	Na	ACP,adenylyl cyclase-associated protein,ADENYLYL CYCLASE-ASSOCIATED PROTEIN,OsACP	GO:0008179,GO:0003779,GO:0000902,GO:0045761,GO:0005634,GO:0030864,GO:0007163,GO:0008154	Na	Na
Os11g0142500	LOC_Os11g04670.2, LOC_Os11g04670.1	Na	osipms1, osipms1a, osipms1b, osipms1c,OsIPMS1,IPMS1,isopropylmalate synthase 1,ISOPROPYLMALATE SYNTHASE 1	GO:0010029,GO:0003852,GO:0008652,GO:0043467,GO:0009098,GO:0009507,GO:0043201,GO:0010371,GO:0006099,GO:0005983,GO:0006110	TO:0006002,TO:0002673,TO:0000345,TO:0000340	PO:0007057
Os12g0138900	LOC_Os12g04440.2, LOC_Os12g04440.1	Na	isopropylmalate synthase 2,OsIPMS2,IPMS2,ISOPROPYLMALATE SYNTHASE 2	GO:0009098,GO:0043201,GO:0009507,GO:0003852	Na	Na
Os03g0807600 	LOC_Os03g59290.1	Na	OsSMT1-2,SMT1-2, sterol-C24-methyltransferase 1-2,STEROL METHYLTRANSFERASE 1-2,sterol methyltransferase 1-2	GO:0016126,GO:0008168	Na	Na
Os11g0296900 	LOC_Os11g19140.1	Na	 sterol-C24-methyltransferase 1-3,SMT1-3,sterol methyltransferase 1-3,STEROL METHYLTRANSFERASE 1-3,OsSMT1-3	GO:0008168	Na	Na
Os03g0772600	LOC_Os03g56160.1	Na	LECTIN-LIKE RECEPTOR KINASE 7,OsLRk7,LRK7,lectin-like receptor kinase 7, LRk7	GO:0004713,GO:0004675,GO:0006952,GO:0042742,GO:0002229,GO:0005886,GO:0016021,GO:0030246,GO:0005524	Na	Na
Os08g0515700	LOC_Os08g40420.2, LOC_Os08g40420.1	Na	ternary complex factor,TCF,OsTCF,TERNARY COMPLEX FACTOR	Na	Na	Na
Os03g0174500	LOC_Os03g07840.1	Na	OsAdSS,adenylosuccinate synthetase, OsASS2,ADENYLOSUCCINATE SYNTHETASE,ADSS, AdSS, SAMP synthetase 2, ASS2	GO:0005737,GO:0009507,GO:0046040,GO:0000287,GO:0005525,GO:0004019	Na	Na
Os01g0769900	LOC_Os01g56350.3, LOC_Os01g56350.2, LOC_Os01g56350.1	Na	OsTCM1,THERMOSENSITIVE CHLOROPHYLL-DEFICIENT MUTANT 1,tcm1,thermosensitive chlorophyll-deficient mutant 1,TCM1	GO:0009507,GO:0009508,GO:0009658,GO:0009409,GO:0042793,GO:0045893,GO:0009416,GO:0005634	TO:0000326,TO:0000293,TO:0000295,TO:0000303,TO:0002715	Na
Os08g0446400	LOC_Os08g34650.2, LOC_Os08g34650.1	Na	Pep receptor 2,PEPR2,OsPEPR2,PEP RECEPTOR 2	GO:0046777,GO:0009506,GO:0016021,GO:0004672	Na	Na
Os04g0638700	LOC_Os04g54590.2, LOC_Os04g54590.1	Na	 Pep1,OsPep1,plant elicitor peptide 1, PROPEP1,PLANT ELICITOR PEPTIDE 1, OsPROPEP1,PEP1	Na	Na	Na
Os08g0172800	LOC_Os08g07600.1	Na	PEP2, PROPEP2, OsPROPEP2,plant elicitor peptide 2,OsPep2, Pep2,PLANT ELICITOR PEPTIDE 2	Na	Na	Na
Os08g0173300	LOC_Os08g07660.1	Na	plant elicitor peptide 3, Pep3, OsPROPEP3,OsPep3,PEP3,PLANT ELICITOR PEPTIDE 3, PROPEP3	GO:0009625,GO:0009611,GO:0080027,GO:0051501	TO:0002671,TO:0000261	Na
Os08g0173600	LOC_Os08g07690.1	Na	PEP4,PLANT ELICITOR PEPTIDE 4, Pep4,OsPep4, PROPEP4,plant elicitor peptide 4, OsPROPEP4	GO:0080027,GO:0009625,GO:0009753	TO:0000261,TO:0000172	Na
Os08g0173200	LOC_Os08g07640.1	Na	OsPep5, OsPROPEP5,PLANT ELICITOR PEPTIDE 5,PEP5, Pep5,plant elicitor peptide 5, PROPEP5	Na	Na	Na
Os08g0173000	LOC_Os08g07630.1	Na	OsPep6, OsPROPEP6,plant elicitor peptide 6, PROPEP6,PEP6, Pep6,PLANT ELICITOR PEPTIDE 6	Na	Na	Na
Os01g0832000	LOC_Os01g61560.3, LOC_Os01g61560.2, LOC_Os01g61560.1	Na	CDS5,OsCDS5,Cytidinediphosphate-diacylglycerol synthase 5,CYTIDINEDIPHOSPHATE-DIACYLGLYCEROL SYNTHASE 5,cds5	GO:0009658,GO:0010027,GO:0009414,GO:0010148,GO:0055091,GO:0006970,GO:0016301,GO:0010189	TO:0000326,TO:0002715,TO:0000095,TO:0000293,TO:0000295,TO:0000276	Na
Na	Na	Na	Cytidinediphosphate-diacylglycerol synthase 1,CYTIDINEDIPHOSPHATE-DIACYLGLYCEROL SYNTHASE 1,OsCDS1,CDS1	Na	Na	Na
Na	Na	Na	Cytidinediphosphate-diacylglycerol synthase 2,CYTIDINEDIPHOSPHATE-DIACYLGLYCEROL SYNTHASE 2,OsCDS2,CDS2	Na	Na	Na
Na	Na	Na	CDS3,CYTIDINEDIPHOSPHATE-DIACYLGLYCEROL SYNTHASE 3,OsCDS3,Cytidinediphosphate-diacylglycerol synthase 3	Na	Na	Na
Na	Na	Na	CYTIDINEDIPHOSPHATE-DIACYLGLYCEROL SYNTHASE 4,OsCDS4,CDS4,Cytidinediphosphate-diacylglycerol synthase 4	Na	Na	Na
Os08g0110700	LOC_Os08g01920.1	Na	FLOURY SHRUNKEN ENDOSPERM 1,FSE1,fse1,floury shrunken endosperm1	GO:0006644,GO:0019252,GO:0009960,GO:0009506,GO:0009705,GO:0009959,GO:0009590,GO:0009660,GO:0004620,GO:0046872	TO:0000602,TO:0000104	PO:0007633
Os01g0870201 	LOC_Os01g64990.2, LOC_Os01g64990.1	Na	XRCC2, OsXRCC2,xrcc2,_	GO:0045002,GO:0006302,GO:0010332,GO:0016255,GO:0042765	TO:0000161	Na
Os10g0490100	LOC_Os10g34840.1	Na	_,qPSR10,candidate gene for qPSR10	GO:0005576,GO:0009409	TO:0000303	Na
Na	Na	Na	Centromeric Retrotransposons of Rice1,CRR1,CENTROMERIC RETROTRANSPOSONS OF RICE 1	GO:0032196	Na	Na
Na	Na	Na	_,ORF182,orf182	GO:0005739	TO:0000245,TO:0000232	Na
Os06g0691800	LOC_Os06g47650.1	Na	leucine-rich repeat receptor-like kinase 1,LRR-RLK1,OsLRR-RLK1,LEUCINE-RICH REPEAT RECEPTOR-LIKE KINASE 1	GO:0005524,GO:0004674,GO:0016021,GO:0080027,GO:0005886,GO:0009601,GO:0010364,GO:0080142,GO:0080141,GO:0002213	TO:0000273,TO:0002668,TO:0000454	Na
Os07g0646400	LOC_Os07g45210.2, LOC_Os07g45210.1	Na	qHMS7 ORF2,_,QTL for hybrid male sterility on chromosome 7 ORF2	Na	TO:0000218	Na
Os07g0646600	LOC_Os07g45194.1	Na	QTL for hybrid male sterility on chromosome 7 ORF3,_,qHMS7 ORF3	Na	TO:0000218	Na
Os07g0646300	LOC_Os07g45195.1	Na	_,QTL for hybrid male sterility on chromosome 7 ORF1,qHMS7 ORF1	Na	Na	Na
Os04g0165200	LOC_Os04g08290.1	Na	ALUMINIUM RESISTANCE TRANSCRIPTION FACTOR 2,art2,ART2,OsART2,Al resistance transcription factor 2	GO:0005634,GO:0003700,GO:0003676,GO:0010044	TO:0000354	PO:0009005,PO:0025004,PO:0025025
Os05g0370600	LOC_Os05g30750.7, LOC_Os05g30750.6, LOC_Os05g30750.5, LOC_Os05g30750.4, LOC_Os05g30750.3, LOC_Os05g30750.2, LOC_Os05g30750.1	Na	Osftip7-1, Osftip7-2,FTIP7,FT-INTERACTING PROTEIN 7,OsFTIP7	GO:0009901,GO:0016021,GO:0005886,GO:0009734,GO:0009555	TO:0000180,TO:0000437	PO:0001035,PO:0009066,PO:0025007,PO:0009029,PO:0001007
Os01g0837100	LOC_Os01g62000.1	Na	 PLL2,Pectate lyase-like 2,OsPLL2,_	GO:0030570,GO:0046872,GO:0045490	Na	Na
Os02g0214400	LOC_Os02g12300.1	Na	OsPLL3, PLL3,Pectate lyase-like 3,_	GO:0030570,GO:0045490,GO:0046872,GO:0009555,GO:0009845,GO:0010152	TO:0000437	PO:0001007,PO:0007057
Os04g0137201	LOC_Os04g05050.2, LOC_Os04g05050.1	Na	 OsPLL4.2, PLL4,Pectate lyase-like 4,OsPLL4,_, OsPLL4.1	GO:0009555,GO:0010152	TO:0000437	PO:0001007,PO:0009073
Os05g0293500	LOC_Os05g22800.1	Na	_,OsPLL5, PLL5,Pectate lyase-like 5	GO:0045490,GO:0046872,GO:0030570	Na	Na
Os06g0144200	LOC_Os06g05209.1	Na	Pectate lyase-like 6,OsPLL6, PLL6,_	GO:0045490,GO:0030570,GO:0046872	Na	Na
Os06g0144900	LOC_Os06g05260.1	Na	Pectate lyase-like 7,OsPLL7, PLL7,_	GO:0046872,GO:0030570,GO:0045490	Na	Na
Na	LOC_Os06g05272	Na	OsPLL8,Pectate lyase-like 8, PLL8,_	Na	Na	Na
Os06g0583900	LOC_Os06g38510.2, LOC_Os06g38510.1	Na	OsPLL9, PLL9,Pectate lyase-like 9,_	GO:0045490,GO:0030570,GO:0046872	Na	Na
Os06g0584000	LOC_Os06g38520.1	Na	Pectate lyase-like 10,OsPLL10, PLL10,_	Na	Na	Na
Os08g0286100	LOC_Os08g18970.1	Na	OsPLL11, PLL11,_,Pectate lyase-like 11	GO:0045490,GO:0030570,GO:0046872	Na	Na
Os01g0804400 	LOC_Os01g59020.1	Na	CYTOCHROME P450 94D7,OsCYP94D7,Cytochrome P450 94D7,CYP94D7	GO:0009694,GO:0009867,GO:0009651,GO:0009611,GO:0010229,GO:0016021,GO:0016705,GO:0004497,GO:0005506,GO:0020037	TO:0006001,TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os02g0503100	LOC_Os02g29960.1	Na	_,cytochrome P450 71A1	GO:0009813,GO:0016709,GO:0005506,GO:0020037	Na	Na
Os07g0260000            	LOC_Os07g15640.1	Na	Pentatricopeptide repeat (PPR) protein,_,PPR	GO:0010229,GO:0009451	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os08g0527600	LOC_Os08g41580.1	Na	UBP1-5, UBP31,ubiquitin-specific processing protease 1-5, OsUBP31, Ubiquitin-specific protease 31,UBIQUITIN-SPECIFIC PROCESSING PROTEASE 1-5,OsUBP1-5	GO:0010229,GO:0004197,GO:0004843,GO:0008270,GO:0006511,GO:0016579	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os08g0528100	LOC_Os08g41630.1	Na	 OsUBP33,UBP1-8, ubiquitin-specific processing protease 1-8,OsUBP1-8,UBIQUITIN-SPECIFIC PROCESSING PROTEASE 1-8, Ubiquitin-specific protease 33, UBP33,Ubiquitin carboxyl-terminal hydrolase	GO:0010229,GO:0006511,GO:0016579,GO:0008270,GO:0004843,GO:0004197	TO:0000621	PO:0001083,PO:0025530,PO:0009049,PO:0009029
Os03g0725200	LOC_Os03g51530.1	Na	_,Formin-like protein	GO:0010229	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os03g0172100	LOC_Os03g07590.1	Na	 chloroplastic\"",_,"\"Protein CHUP1	GO:0010229	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os04g0310900	Na	Na	_,4-Coumarate-CoA ligase	GO:0010229	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os01g0290800	Na	Na	_,ABC transporter B family member	GO:0010229	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os12g0446500	LOC_Os12g26030.1	Na	_,Metallopeptidase family M24 containing protein	GO:0032968,GO:0006368,GO:0031491,GO:0042393,GO:0010229,GO:0035101,GO:0034724	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os03g0229500	LOC_Os03g12790.1	Na	_,MATE efflux family protein	GO:0005381,GO:0015238,GO:0016021,GO:0017119,GO:0005770,GO:0010015,GO:0006970,GO:0009624,GO:0009408,GO:0009646,GO:0009737,GO:0055072,GO:0010229,GO:0015297,GO:0006855	TO:0000621	PO:0001083,PO:0025530,PO:0009049
Os07g0130100	LOC_Os07g03810.1	Na	_,membrane-anchored receptor-like kinases,RLK	GO:0005886,GO:0016021,GO:0002229,GO:0006952,GO:0004675,GO:0030246,GO:0005524,GO:0009651,GO:0042742	TO:0006001	Na
Os08g0124500	LOC_Os08g03020.1	Na	_,membrane-anchored receptor-like kinase,RLK	GO:0030246,GO:0004675,GO:0005886,GO:0009651,GO:0005524,GO:0002229,GO:0006952,GO:0016021,GO:0042742	TO:0006001	Na
Os08g0421900	LOC_Os08g32620.4, LOC_Os08g32620.3, LOC_Os08g32620.2, LOC_Os08g32620.1	Na	qSSR8,candidate gene for qSSR8, OsEBL1, ES43, EARLY BOLTING IN SHORT DAYS-like 1, EBS-like 1,EBL1,EBS-LIKE 1	GO:0005634,GO:0009409,GO:0046872,GO:0003682	TO:0000303	Na
Os09g0419500	LOC_Os09g25190.1	Na	qSSR9-1,_,candidate gene for qSSR9-1	GO:0005737,GO:0006511,GO:0000151,GO:0046872,GO:0009409,GO:0031624,GO:0032436,GO:0000209	TO:0000303	Na
Os10g0558700	LOC_Os10g40934.1, LOC_Os10g40934.10, LOC_Os10g40934.9, LOC_Os10g40934.3, LOC_Os10g40934.2, LOC_Os10g40934.12, LOC_Os10g40934.11	Na	 OsM3H, Os2ODD11,2-OXOGLUTARATE-DEPENDENT DIOXYGENASE 11,OsODD11,2ODD11, Os2-ODD11, M3H, ODD11,2-oxoglutarate-dependent dioxygenase 11, 2ODD11, 2-ODD11	GO:0007623,GO:0009646,GO:0051213,GO:0046872	TO:0000075	Na
Os08g0480200	LOC_Os08g37456.2, LOC_Os08g37456.1	Na	2-OXOGLUTARATE-DEPENDENT DIOXYGENASE 19, Os2-ODD19,OsODD19, 2-ODD19,2-oxoglutarate-dependent dioxygenase 19, Os2ODD19,2ODD19, ODD19	GO:0046872,GO:0051213	Na	Na
Os06g0215200 	LOC_Os06g11170.2, LOC_Os06g11170.1	Na	 NABP,OsNABP,_,Nucleic Acid Binding Protein	GO:0000398,GO:0003676,GO:0008270,GO:0005634	Na	Na
Os03g0700800	LOC_Os03g49400.1	Na	Ethylene-insensitive protein 2.2, EIN2.2,OsEIN2.2,_	GO:0016021,GO:0009873,GO:0015086,GO:0005384	Na	Na
Os07g0157401	LOC_Os07g06300.1	Na	 EIN2.3,OsEIN2.3,_,Ethylene-insensitive protein 2.3	GO:0016020,GO:0046873	Na	Na
Os07g0156732	LOC_Os07g06190.1	Na	OsEIN2.4, EIN2.4,_,Ethylene-insensitive protein 2.4	GO:0046873,GO:0016020	Na	Na
Os11g0590700	LOC_Os11g37860.1	Na	_,RPP13-like protein 3	GO:0043531	Na	Na
Os07g0249800	LOC_Os07g14600.1	Na	OsILL8, AH4, OsAH4,amidohydrolase 4, ILL8,_	GO:0016787	Na	Na
Os04g0112100      	LOC_Os04g02120.1	Na	Putative disease resistance protein RGA4,_	GO:0043531	Na	Na
Os09g0356800       	LOC_Os09g19229.1	Na	_,LRR receptor-like serine/threonine-protein kinase	GO:0005524,GO:0016021,GO:0004672	Na	Na
Os01g0605500 	LOC_Os01g42070.1	Na	KIF19,Kinesin-like protein KIF19, OsKIF19,_	GO:0008574,GO:0005634,GO:0005874,GO:0005871,GO:0000070,GO:0007019,GO:0007018,GO:0003777,GO:0016887,GO:0005524,GO:0008017	Na	Na
Os12g0169300  	LOC_Os12g07180.1	Na	_,Disheveled-associated activator of morphogenesis 1	Na	Na	Na
Os01g0872900    	LOC_Os01g65240.1	Na	_,Glutathione S-transferase T3	GO:0016788	Na	Na
Os12g0140266         	LOC_Os12g04595.1	Na	_,Transcription initiation factor IIE subunit alpha isoform X1	GO:0043565,GO:0005673	Na	Na
Os03g0434800	LOC_Os03g32050.1	Na	Peroxidase 2, OsPRX2,PRX2,_	GO:0046872,GO:0020037,GO:0004601,GO:0042744,GO:0006979,GO:0005576	Na	Na
Os10g0513900	LOC_Os10g36980.1	Na	CYP450,_,cytochrome P450	GO:0005506,GO:0020037,GO:0016021,GO:0016709	Na	Na
Os12g0283400	LOC_Os12g18560.1	Na	_,PECTIN METHYLESTERASE INHIBITOR PROTEIN,PMEI	GO:0004857,GO:0043086	Na	Na
Os07g0622900	LOC_Os07g43010.1	Na	DTM1,dtm1, dtm1-1, dtm1-2,OsDTM1,DEFECTIVE TAPETUM AND MEIOCYTES 1	GO:0009408,GO:0008233,GO:0009751,GO:0006996,GO:0007029,GO:0016021,GO:0048653,GO:0005787,GO:0005789,GO:0009555,GO:0048658,GO:0006465	TO:0000259,TO:0000437,TO:0006007	PO:0025545,PO:0025544,PO:0009071,PO:0001004,PO:0000002
Os01g0276800	LOC_Os01g16970.3, LOC_Os01g16970.2, LOC_Os01g16970.1	Na	glucosidase II beta subunit, glucosidase II b subunit,OsGAS2,_,GAS2	GO:0010506,GO:0009651,GO:0006970,GO:0034976,GO:0042742,GO:0006491,GO:0005783,GO:0043067,GO:0009408,GO:0009409	TO:0000259,TO:0006001,TO:0000095,TO:0000303	Na
Os02g0100300	LOC_Os02g01030.4, LOC_Os02g01030.3, LOC_Os02g01030.2, LOC_Os02g01030.1	Na	 TPR-containing HSP40,HSP40,_,heat shock protein 40	GO:0005737,GO:0005829,GO:0009408,GO:0046686,GO:0051085,GO:0046983	TO:0000259	Na
Os08g0224300	LOC_Os08g12780.5, LOC_Os08g12780.4, LOC_Os08g12780.3, LOC_Os08g12780.2, LOC_Os08g12780.1	Na	ARE1,OsARE1, abc1-1 repressor 1,abnormal cytokinin response 1-1 repressor1,ABNORMAL CYTOKININ RESPONSE 1-1 REPRESSOR 1,are1, are1-1, are1-2, ARE1-9311, ARE1-MH63, ARE1-NPB, abnormal cytokinin response 1-1 repressor 1	GO:0009507,GO:0048573,GO:0006808,GO:0010150,GO:0016021	TO:0000495,TO:0000396,TO:0000249,TO:0000137,TO:0000346,TO:0000207,TO:0000326	PO:0020104,PO:0025034,PO:0006001,PO:0001054
Os02g0312800	LOC_Os02g20870.2, LOC_Os02g20870.1	Na	"\"Suppressor of NPR1-1,OsSNI1,SNI1,_, Inducible 1\""	GO:0045892,GO:0030915,GO:0006974,GO:0016570,GO:0010113,GO:0005634	Na	Na
Os04g0684500	LOC_Os04g58780.2, LOC_Os04g58780.1	Na	WHITE STRIPE LEAF 5,OsWSL5,wsl5,WSL5,white stripe leaf 5	GO:0048366,GO:0042254,GO:0009409,GO:0009658,GO:0005739,GO:0009507,GO:0008380,GO:0009880,GO:0003723	TO:0000303,TO:0000295,TO:0000293,TO:0000326,TO:0000496,TO:0000069	Na
Os08g0205400	LOC_Os08g10480.1	Na	OsATX1,Antioxidant Protein1,ATX1,osatx1,ANTIOXIDANT PROTEIN 1	GO:0005886,GO:0012505,GO:0046688,GO:0046686,GO:0046872,GO:0006825,GO:0005737,GO:0030001,GO:0005634	TO:0000021,TO:0000080	PO:0000036,PO:0020121,PO:0009005,PO:0000016,PO:0005020,PO:0009015,PO:0000034,PO:0005352,PO:0005417,PO:0005772,PO:0020124
Os09g0299000	LOC_Os09g12750.2, LOC_Os09g12750.1	Na	 PHOSPHATE STARVATION RESPONSE 1-like 3,osphl3,PHR1 like3,PHR1 LIKE 3,OsPHL3,PHL3	GO:0048577,GO:0048579,GO:0045893,GO:0007623,GO:0005634,GO:0003677	TO:0002616,TO:0000137	PO:0025034,PO:0006001
Os08g0191200	LOC_Os08g09210.2, LOC_Os08g09210.1	Na	val1, OsPurD,VAL1,VIRESCENT-ALBINO LEAF 1, PurD,OsVAL1	GO:0005524,GO:0048366,GO:0090056,GO:0006164,GO:0009507,GO:0009658,GO:0051302,GO:0043476,GO:0046872,GO:0004637,GO:0009113	TO:0002715,TO:0000293,TO:0000496,TO:0000495,TO:0000370,TO:0000295,TO:0000326	PO:0001050,PO:0025579,PO:0025034
Os02g0154100	Na	Na	LRK ANTISENSE INTERGENIC RNA,LAIR, Long noncoding RNA LAIR,LRK Antisense Intergenic RNA	GO:0010468,GO:0016571,GO:0043984,GO:0016570,GO:0016569	TO:0000152,TO:0000396,TO:0006032	Na
Os12g0272800	LOC_Os12g17410.1	Na	nrtp1-D,Necrotic root tip 1,OsNRTP1,NECROTIC ROOT TIP 1,NRTP1	GO:0009751,GO:0048364,GO:0008219,GO:0043531,GO:0009753	TO:0000652,TO:0000227,TO:0000207,TO:0000656,TO:0000172	PO:0007520,PO:0009005,PO:0025004,PO:0025025
Os04g0467901	LOC_Os04g39280.2, LOC_Os04g39280.1	Na	 Kinesins with CH domain 2,OsKCH2,Kinesins with a calponin homology domain 2,KCH2,_,kch2	GO:0008017,GO:0007018,GO:0060001,GO:0003777,GO:0005524,GO:0005874,GO:0005871,GO:0016887	Na	Na
Os04g0470600	LOC_Os04g39470.1	Na	OsMYB80,MYB80 transcription factor,MYB80,_	GO:0005634,GO:0030154,GO:0048658,GO:0043565	Na	Na
Os05g0420800	LOC_Os05g34780.1	Na	PMR,pmr-1, pmr-2,POLLEN MITOSIS RELATIVE,OsPMR,Pollen Mitosis Relative	GO:0009555,GO:0051052,GO:0005634	TO:0000421,TO:0000180	PO:0009066,PO:0025007,PO:0009029,PO:0001007
Os08g0327100	LOC_Os08g23780.1	Na	Galacturonosyltransferase 4, galacturonosyltransferase 6,GAUT4, GAUT6,OsGAUT4,GALACTURONOSYLTRANSFERASE 4, OsGAUT6	GO:0000139,GO:0045489,GO:0047262	Na	Na
Os09g0109600	LOC_Os09g02180.1	Na	DSSR1,drought and salt stress response-1,DROUGHT AND SALT STRESS RESPONSE 1,OsDSSR1	GO:0005737,GO:0009737,GO:0009414,GO:0042542,GO:0009651,GO:0005634	TO:0006001,TO:0000615,TO:0006002,TO:0000276,TO:0000340	PO:0009047,PO:0025029,PO:0009005,PO:0025004,PO:0025025,PO:0020141,PO:0025034,PO:0006001
Os05g0149600	LOC_Os05g05700.2, LOC_Os05g05700.1	Na	CULLIN 1-2,Cullin 1-2,CUL1-2,OsCUL1-2	GO:0031625,GO:0009651,GO:0009414,GO:0031461,GO:0019005,GO:0016567,GO:0031146,GO:0006511,GO:0043161,GO:0009737	TO:0000615,TO:0000276,TO:0006001	PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os01g0369200	LOC_Os01g27160.1	Na	CUL1-3,CULLIN 1-3,OsCUL1-3,Cullin 1-3	GO:0009737,GO:0019005,GO:0009651,GO:0009414,GO:0031625,GO:0043161,GO:0016567,GO:0031146,GO:0006511,GO:0031461	TO:0006001,TO:0000276,TO:0000615	PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os07g0181000	LOC_Os07g08340.2, LOC_Os07g08340.1	Na	PKPA1,Pyruvate kinase palpha1, plastidic PK alpha 1,OsPKpa1,PYRUVATE KINASE P ALPHA 1	GO:0004743,GO:0005737,GO:0009570,GO:0030955,GO:0000287,GO:0016301,GO:0009501,GO:0008610,GO:0019252	TO:0000696,TO:0000587,TO:0000104	PO:0009089
Os12g0552300  	LOC_Os12g36620.1	Na	_,PPS1,OsPPS1	GO:0008270,GO:0009451	TO:0000053	Na
Os03g0437100	LOC_Os03g32220.1	Na	OsDRZ1, OsDLN90, DLN motif protein 90, DLN90,DROUGHT RESPONSIVE ZINC FINGER PROTEIN 1,DRZ1, DLN repressor 90,drought responsive zinc finger protein 1	GO:0045892,GO:0005634,GO:0009414,GO:0003676	TO:0000276,TO:0006002	Na
Os02g0810200	LOC_Os02g56540.1	Na	STD1,Stemless Dwarf 1,OsSTD1,std1,STEMLESS DWARF 1	GO:0051301,GO:0009524,GO:0000910,GO:0051326,GO:0008017,GO:0000919,GO:0003777,GO:0007018,GO:0005871,GO:0005524,GO:0008574,GO:0005874,GO:0016887	TO:0000207	Na
Os12g0618800	LOC_Os12g42420.1	Na	 OsSPL21, PSL, spotted-leaf 21, OsGCNT, SPL21,precocious leaf senescence3, spl21(t),PRECOCIOUS LEAF SENESCENCE 3, beta-1, OsC2GNT1, 6-N-acetylglucosaminyl transferase, OsPSL, premature senescence leaf,ospls3, spl21, psl, GCNT, C2GNT1, core 2/I branching beta-1,OsPLS3, 6-N- acetylglucosaminyl transferase-1,PLS3	GO:0006486,GO:0008375,GO:0042742,GO:0012501,GO:0005794,GO:0009694,GO:0009867,GO:0031348,GO:0009873,GO:0009736,GO:0042542,GO:0009735,GO:0010150,GO:0016021	TO:0000605,TO:0000063,TO:0002668,TO:0000496,TO:0000295,TO:0000293,TO:0000175,TO:0000167,TO:0000249	PO:0009005,PO:0025004,PO:0025025,PO:0009047,PO:0025029,PO:0020104,PO:0025034,PO:0006001,PO:0001054
Os02g0816800	LOC_Os02g57180.2, LOC_Os02g57180.1	Na	 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9,FLOURY ENDOSPERM 3,OsNDUFA9,Mitochondrial complex I accessory subunit OsNDUFA9, floury endosperm 3,FLO13, NDUFA9	GO:0050662,GO:0005739,GO:0019252,GO:0009790,GO:0005747,GO:0009651,GO:0003954	TO:0000592,TO:0002658,TO:0000104	Na
Os09g0474051	LOC_Os09g29825.1	Na	_,OsDUA1,DUA1	GO:0009658,GO:0009409,GO:0009451,GO:0008270	TO:0000303,TO:0002715	Na
Os03g0841800	LOC_Os03g62500.1	Na	 qTGW3, SK41, QTL FOR THOUSAND GRAIN WEIGHT ON CHROMOSOME 3, TGW3, GSK5, thousand grain weight 3, GSK3-like Kinase 5, OsSK41/OsGSK5, OsGSK5/OsSK41, Glycogen Synthase Kinase-like 5,GL3.3, OsGSK5, OsSK41,_,GSK3/SHAGGY-Like Kinase 41	GO:0005982,GO:0048316,GO:0004674,GO:0005524,GO:0010928,GO:0009651,GO:0010233,GO:0042742,GO:0005975	TO:0000734,TO:0000590,TO:0000397,TO:0000653,TO:0000163,TO:0006001,TO:0000175,TO:0000696,TO:0000391	PO:0001170,PO:0009005,PO:0025004,PO:0025025
Os02g0100300	LOC_Os02g01030.4, LOC_Os02g01030.3, LOC_Os02g01030.2, LOC_Os02g01030.1	Na	OsHSP40,HEAT SHOCK PROTEIN 40,HSP40,oshsp40,heat shock protein 40	GO:0009651,GO:0046983,GO:0051085,GO:0046686,GO:0005829	TO:0006001	Na
Os03g0824100	LOC_Os03g60910.1	Na	OspTAC2,pTAC2,plastid transcriptionally active chromosome protein 2,PLASTID TRANSCRIPTIONALLY ACTIVE CHROMOSOME PROTEIN 2,osptac2	GO:0009507,GO:0009658	TO:0000326,TO:0002715	Na
